"id","last_updated","sample_id","eartag","name","prev_id","sex","age_class","status","first_seen","den_grad","disappeared","mom","birthdate","number_littermates","litrank","arrived_den","leave_den","fate","mortality_source","death_date","weaned","clan","park","misc_notes"
"beit","20-apr-07","","","beirut","","m","a","i","21-aug-03","","","","","","","","","a","","","","oltukai","","on may 2004 clanlist as airstrip clan- adw"
"bel","06-may-15","902","","bella","","f","a","r","03-aug-06","","10-apr-10","","","","","","","k","unk","","","fig.tree","","with cubs at den in late july 2006"
"belm","21-oct-16","","","bel-mara","","u","c","r","31-may-15","","10-dec-15","neon","08-mar-15","0","","","","k","","","","talek","tk",""
"ben","04-may-15","898","898","bene","","m","c","r","13-mar-02","","13-jun-03","nana","31-dec-01","1","2","","","k","","13-jun-03","","mara.river","",""
"benu","05-nov-15","","","bennu","","m","a","i","28-jun-15","","","","","","","","","a","","","","emarti h","tk","adult male used for tmm gnrh trial"
"beny","23-sep-09","","","benny goodman","dido?","","c","r","15-jan-09","","","peeb","15-jun-08","1","2","","","a","","","","mara.river","",""
"benz","26-mar-08","","","benz","","u","c","r","25-nov-01","","19-dec-01","jj","21-nov-01","2","1","","","k","","19-dec-01","","talek","tk"," dengrad calced by pat"
"bett","","","","baguette","","u","c","r","29-nov-03","","12-dec-03","spw","01-nov-03","","","","","a","","","","oltukai","","amboseli"
"bety","05-may-12","","","betty ford","","f","c","r","","","","chip","08-oct-10","1","","","","a","","","","mara.river","","sex = f?"
"bez","20-apr-07","","","beze","","m","a","r","12-jul-03","","","","","","","","","a","","","","","","amboseli"
"bft","","897","","bird's foot","","m","a","i","01-nov-01","","28-nov-05","","","","","","","k","lions","28-nov-05","","mara.river","",""
"bg","26-mar-08","50","","burger","","m","c","r","19-oct-90","28-aug-91","11-nov-91","dj","07-oct-90","1","1","","","k","","11-nov-91","14-aug-91","talek","tk"," dengrad calced by pat"
"bgl","09-dec-15","","","boggle","","m","c","r","08-oct-04","13-apr-05","13-may-07","adon","21-jul-04","1","2","16-apr-05","04/16/05 00:00:00","d","","","06-sep-05","talek","tk","dispersed to talek east 5/13/07"
"bgrd","","","","big red","","","","","","","","","","","","","","a","","","","airstrip","","amboseli"
"bht","27-apr-15","798","798","bahati","","f","a","","09-jun-01","","","","","","","","","a","","","","emarti h","",""
"bigb","06-may-15","","","big bird","cub = float","","c","r","01-dec-11","","10-mar-12","cm","28-oct-11","1","2","","","k","unk","","","fig.tree","",""
"bil","21-jul-16","115","","bilbobaggins","","f","c","r","03-oct-93","13-apr-94","09-apr-95","es","07-sep-93","1","1","","","k","","07-apr-95","22-nov-94","talek","tk"," dengrad calced by pat"
"bilb","14-aug-18","","","bilbo","","u","c","r","25-jan-91","","01-mar-91","es","16-jan-91","1","","","","k","","01-mar-91","","talek","tk"," dengrad calced by pat"
"bili","18-jun-14","","","billie holiday","","","c","r","10-nov-13","","","peeb","10-nov-13","2","","","","a","","","","mara.river","",""
"bim","22-apr-07","703","703","bimble","","m","s","r","29-may-02","","","","","","","","","a","","","","llion","","dfs is when darted; seen once in ft in july 2002"
"bink","","796","","binky","","f","","r","27-jun-02","","","","","","","","","a","","","","fig.tree","","from darting table"
"birk","07-mar-18","547","","birkenstock","","m","c","r","23-aug-13","23-apr-14","01-feb-16","hex","21-jul-13","1","","","","d","","","","talek","tk",""
"bj","05-may-12","","","bombjack","polly= cub name","f","c","r","30-jan-12","","","atar","10-jul-11","1","1","","","a","","","","mara.river","",""
"bkln","09-nov-16","","","brooklyn","","m","","i","11-jul-04","","28-jan-05","","","","","","","u","","","","talek","","talek west"
"bky","","","","berkeley","","m","c","r","23-dec-03","","12-apr-04","zsa","23-dec-03","2","","","","a","","","","oltukai","","amboseli"
"bl","18-jul-16","","","blair","","m","c","r","31-oct-88","06-jun-89","08-jul-90","67","11-oct-88","1","1","15-apr-89","04/15/89 00:00:00","k","","","01-sep-89","talek","tk"," dengrad calced by pat"
"blb","04-nov-16","","","blb","","u","a","t","05-oct-98","","05-oct-98","","","","","","","u","","","","talek","tk",""
"blc","","","","blanche","","f","a","t","26-sep-98","","12-oct-98","","","","","","","","","","","talek","tk",""
"bldr","17-apr-14","","","boulder","rocky = cub name","","s","r","22-sep-12","","","","","","","","","a","","","","mara.river","",""
"blen","","","","blennie","al351","f","a","","16-jun-10","","","","","","","","","a","","","","","","alien female; maybe southern comfort"
"blin","20-apr-07","","","berlin","","m","a","i","21-aug-03","","","","","","","","","a","","","","airstrip","","amboseli"
"blln","07-mar-18","","","balloon","dannon and hero","f","c","r","03-jul-14","10-dec-14","","yog","01-apr-14","1","2","","","a","","","","talek","",""
"blme","25-may-15","","","bloody mess","","u","c","r","16-sep-07","","28-sep-07","yog","","","","","","k","","","","talek","",""
"blnd","","","","blondie","","m","a","t","03-jun-95","","03-jun-95","","","","","","","","","","","talek","tk",""
"blue","01-feb-16","","","blue","","f","c","r","11-may-08","07-oct-08","30-jun-12","mos","20-feb-08","1","","","","k","","","22-jan-09","talek","",""
"blz","07-mar-16","","","balzac","","u","c","r","15-apr-05","16-jul-05","02-aug-06","who","15-oct-04","","","","","a","","","","talek","","talek east"
"bmr","21-jul-16","","","beemer","","f","c","r","25-nov-01","","19-dec-01","jj","21-nov-01","2","2","","","k","","","","talek","tk","master list: name=beemer dengrad calced by pat"
"bn","23-may-16","","","bonnie","","f","c","r","02-nov-90","10-jun-91","13-jun-91","sr","30-sep-90","1","2","","","k","","13-jun-91","","talek","tk"," dengrad calced by pat"
"bncl","02-aug-18","","","barnacle","dan marino = cub","m","c","r","01-dec-12","29-jul-13","16-jun-17","amaz","03-nov-12","1","","","","d","","","23-sep-13","talek","tk",""
"bnd","21-jul-16","","","brando","","f","c","r","21-jan-02","","08-dec-02","csn","05-nov-01","","","","","k","","","19-sep-02","talek","tk"," dengrad calced by pat"
"bnl","","","","bucknell","","u","c","r","23-dec-03","","16-feb-04","zsa","23-dec-03","2","","","","a","","","","oltukai","","amboseli"
"bnt","01-feb-16","","","bonnet","bucket=cubname","f","c","r","04-feb-12","21-jul-12","","mono","25-sep-11","0","","","","a","","","20-sep-12","talek","",""
"bo","18-jul-16","62","","bones","","m","c","r","14-dec-88","13-sep-89","04-aug-91","bf","07-nov-88","1","2","20-jun-89","06/20/89 00:00:00","d","","","26-may-90","talek","tk"," dengrad calced by pat"
"boa","23-feb-16","705","705","balboa","","m","c","r","18-aug-01","23-jan-02","29-jul-04","ali","19-jul-01","0","","","","d","","","08-nov-02","talek","tk","talek west. dengrad calced by pat"
"bob","18-sep-08","","","sideshow bob","","f","c","r","15-dec-05","","22-jul-06","dsn","01-dec-05","1","1","","","k","","22-jul-06","","mara.river","",""
"boba","19-jan-15","982","","bobafett","","f","c","r","25-jul-01","","30-dec-01","sein","01-jun-01","1","2","","","k","humans (poison)","30-dec-01","","talek","tk"," dengrad calced by pat"
"bomb","10-nov-16","","","bombay","","m","a","t","08-oct-01","","18-oct-01","","","","","","","u","","","","talek","tk",""
"bono","06-may-15","","","bono","harry hry","m","s","r","01-jun-07","","07-dec-12","","01-mar-06","","","","","u","","","","fig.tree","",""
"bora","01-feb-16","636","","borana","","f","c","r","23-apr-11","06-dec-11","","art","23-dec-10","0","","","","a","","","11-apr-12","talek","",""
"bosc","","712","712","bosco","","m","a","i","04-jun-08","","04-jun-08","","","","","","","a","","","","llion","","darted on plain north of topi hill"
"bow","30-may-13","","","bowtie","","m","a","i","06-apr-11","","","","","","","","","a","","","","mara.river","",""
"bozo","18-nov-16","","","bozo","","m","a","t","16-dec-94","","21-mar-95","","","","","","","u","","","","talek","tk",""
"bp","17-nov-16","178","","bird of prey","","m","a","i","18-jun-96","","15-apr-02","","","","","","","d","","","","talek","tk","talek west"
"bpt","","","","budapest","","m","a","i","20-oct-03","","","","","","","","","a","","","","airstrip","","amboseli"
"bra","06-may-15","","","brady","","m","a","i","18-jun-07","","21-oct-10","","","","","","","u","","","","fig.tree","",""
"brad","21-jul-16","","","bradford","67lg","f","a","r","01-sep-85","","16-aug-91","67","01-sep-85","0","1","","","k","","","","talek","tk",""
"brb","","","","bourbon","","u","c","r","","","22-jan-98","ua","20-jan-98","","","","","","","","","talek","tk"," dengrad calced by pat; this cub was never seen and so can't get a dfs, but ua was ""acting maternal"" around this time, so cub may have existed"
"brgr","23-feb-16","","","burger","burg","f","c","r","08-mar-12","19-sep-12","","cen","30-oct-11","1","1","","","a","","","11-dec-12","talek","","mom is cen (verified by genotyping) but brgr also nursed from alfe after cen's dls; wean date is calculated using dates nursing from alfe"
"brgy","03-feb-15","","","burgandy","tiny tim = cub name","u","c","r","27-dec-12","","30-apr-13","mos","06-dec-12","1","","","","k","","","","talek","tk",""
"brie","","","","brie","","m","c","r","04-sep-03","04-apr-04","","","14-jun-03","2","1","","","a","","","","oltukai","","amboseli"
"bris","30-may-13","","","brisbane","","m","a","i","19-aug-10","","","","","","","","","a","","","","mara.river","",""
"brkw","13-nov-15","","","brokaw","","f","","r","17-aug-03","","","","22-jun-03","","","","","a","","","","airstrip","","amboseli"
"brno","15-dec-16","","","bruno","","m","a","i","14-jul-12","","24-dec-14","","","","","","","u","","","","talek","",""
"brtn","03-may-12","","","sir r f burton","","","c","r","","","","lnx","06-nov-10","1","","","","a","","","","mara.river","",""
"brz","20-apr-07","","","brazil","","f","c","r","14-jun-06","","","chip","01-apr-05","0","","","","a","","","","mara.river","",""
"bs","26-may-15","","","brownstripe","","f","a","r","07-aug-93","","07-aug-93","","","","","","","k","","","","talek","","lgf hyena, mom to bd & xs. this hyena was an adult when first obs, can't give it a dob"
"bsk","25-mar-08","","","brisket","","f","c","r","19-dec-01","","29-jun-02","back","13-dec-01","1","1","","","k","","29-jun-02","","mara.river","",""
"bsl","10-mar-17","750","","basil","","f","c","r","28-jul-03","14-dec-03","19-jul-06","whh","20-feb-03","","","","","k","","","27-jan-04","talek","",""
"btf","14-dec-16","","","bluntface","","m","a","t","19-oct-90","","19-oct-90","","","","","","","u","","","","talek","tk",""
"btlr","24-apr-15","","","bataleur's eagle","doubtful","","c","r","25-apr-14","","","c3po","25-feb-14","1","","","","a","","","","fig.tree","",""
"buar","01-feb-16","845","","buenos aires","","f","c","r","30-jan-10","03-aug-10","","hel","18-dec-09","1","2","","","a","","","27-jun-10","talek","",""
"bub","21-apr-07","","","bubba","","","c","t","02-aug-04","","","lgmg","","","","","","a","","","","","","mara"
"buck","06-may-15","","","buckaroo","","m","a","i","","","31-dec-10","","","","","","","u","","","","fig.tree","",""
"bud","","18","","bud","","m","c","r","11-aug-89","13-mar-90","18-jul-92","bsh","13-jul-89","1","2","04-dec-89","12/04/89 00:00:00","d","","","21-may-90","talek","tk"," dengrad calced by pat"
"bulm","07-mar-18","","","bulma","","m","c","r","27-apr-14","19-oct-14","","alfe","16-mar-14","1","2","","","a","","","","talek","",""
"burn","","","","mr. burns","","m","c","r","31-oct-03","","30-aug-06","dsn","10-oct-03","1","1","","","d","","","","mara.river","",""
"but","26-mar-08","","","butch","","f","c","r","06-jul-92","","24-aug-92","23s","05-jun-92","1","1","","","k","","24-aug-92","","talek","tk"," dengrad calced by pat"
"butt","","","","","","f","c","r","","","","lnx","16-may-09","1","1","","","a","","","","mara.river","",""
"buu","07-mar-18","","","buu","","m","c","r","27-apr-14","19-oct-14","25-may-16","alfe","16-mar-14","1","1","","","k","","","","talek","",""
"bwd","","","","bowdoin","","u","c","r","23-dec-03","","30-jan-04","zsa","23-dec-03","2","","","","a","","","","oltukai","","amboseli"
"byte","07-mar-18","","","megabyte","","f","c","r","07-feb-13","08-aug-13","","buar","12-jan-13","1","","","","a","","","31-oct-13","talek","tk",""
"bz","","94","","blaze","","f","a","f","18-oct-92","","","","","","","","","u","","","","fig.tree","tk",""
"c3po","02-apr-15","","","c3po","mustang = cub name","f","c","r","05-nov-10","","","et","05-aug-10","1","","","","a","","","","fig.tree","","sometimes spelled c3p0"
"caha","07-mar-18","","","carhartt","","m","c","r","09-may-14","23-nov-14","","ffl","31-mar-14","0","","","","a","","","","talek","",""
"cai","13-nov-15","","","cairo","","m","a","i","13-sep-03","","","","","","","","","a","","","","airstrip","","amboseli"
"cair","26-may-15","","","cairo","","m","a","t","23-jan-00","","24-feb-00","","","","","","","d","","","","talek","tk",""
"cal","26-mar-08","","","calvin","","u","c","r","17-feb-94","","05-mar-94","hk","05-jan-94","1","","","","k","","05-mar-94","","talek","tk"," dengrad calced by pat"
"cam","21-jul-16","275","","camaro","","f","c","r","21-dec-98","05-aug-99","23-oct-06","jj","21-nov-98","1","1","","","k","","","09-oct-99","talek","tk","talek east. dengrad calced by pat"
"cap","21-jul-16","","","capone","","f","c","r","09-apr-89","21-oct-89","27-feb-90","27","20-mar-89","1","1","01-oct-89","10/01/89 00:00:00","k","","07-aug-90","","talek","tk"," dengrad calced by pat"
"capn","07-mar-16","","","capn crunch","","u","c","r","16-jul-05","","20-jul-05","hrp","01-jun-05","1","1","","","a","","","","talek","","talek east"
"carm","13-nov-15","","","carmen","","f","","r","12-jul-03","","","","","","","","","a","","","","airstrip","","amboseli"
"cart","16-dec-15","","","carter","","f","c","r","30-jan-06","14-sep-06","","nav","07-dec-05","0","","","","a","","","12-nov-06","talek","",""
"cas","18-nov-16","","","casanova","","m","a","t","06-feb-93","","06-feb-93","","","","","","","u","","","","talek","tk",""
"cash","17-sep-18","879","","cashew","","f","c","r","14-apr-03","03-oct-03","","chip","16-feb-03","1","1","","","a","","","","mara.river","","seen in serena.n once"
"casp","","","","caspian sea","","u","c","r","02-jan-04","","04-jan-04","chn","02-nov-03","","","","","a","","","","oltukai","","amboseli"
"cat","26-mar-08","","","cheshire cat","","u","c","r","","","30-dec-98","bb","03-dec-98","0","","","","k","starvation","30-dec-98","","talek","tk"," dengrad calced by pat; this cub only appears in tblreprostates (never the notes) and therefore can't get a dfs"
